"icd_code","icd_version","long_title"
"C9000",10,"Multiple myeloma not having achieved remission"
"Q620",10,"Congenital hydronephrosis"
"J9601",10,"Acute respiratory failure with hypoxia"
"K5660",10,"Unspecified intestinal obstruction"
"Y92239",10,"Unspecified place in hospital as the place of occurrence of the external cause"
"N12",10,"Tubulo-interstitial nephritis, not specified as acute or chronic"
"Y848",10,"Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
"T8131XA",10,"Disruption of external operation (surgical) wound, not elsewhere classified, initial encounter"
"D62",10,"Acute posthemorrhagic anemia"
"99859",9,"Other postoperative infection"
"42731",9,"Atrial fibrillation"
"81600",9,"Closed fracture of phalanx or phalanges of hand, unspecified"
"2930",9,"Delirium due to conditions classified elsewhere"
"99832",9,"Disruption of external operation (surgical) wound"
"1543",9,"Malignant neoplasm of anus, unspecified site"
"V5861",9,"Long-term (current) use of anticoagulants"
"V6441",9,"Laparoscopic surgical procedure converted to open procedure"
"71596",9,"Osteoarthrosis, unspecified whether generalized or localized, lower leg"
"2866",9,"Defibrination syndrome"
"E887",9,"Fracture, cause unspecified"
"20300",9,"Multiple myeloma, without mention of having achieved remission"
"99809",9,"Postoperative shock, other"
"V4987",9,"Physical restraints status"
"V8533",9,"Body Mass Index 33.0-33.9, adult"
"2639",9,"Unspecified protein-calorie malnutrition"
"27800",9,"Obesity, unspecified"
"5853",9,"Chronic kidney disease, Stage III (moderate)"
"E8497",9,"Accidents occurring in residential institution"
"0417",9,"Pseudomonas infection in conditions classified elsewhere and of unspecified site"
"4280",9,"Congestive heart failure, unspecified"
"E8786",9,"Removal of other organ (partial) (total) causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation"
"40390",9,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified"
"99594",9,"Systemic inflammatory response syndrome due to noninfectious process with acute organ dysfunction"
"99674",9,"Other complications due to other vascular device, implant, and graft"
"V1581",9,"Personal history of noncompliance with medical treatment, presenting hazards to health"
"2851",9,"Acute posthemorrhagic anemia"
"56089",9,"Other specified intestinal obstruction"
"5680",9,"Peritoneal adhesions (postoperative) (postinfection)"
"5845",9,"Acute kidney failure with lesion of tubular necrosis"
"51881",9,"Acute respiratory failure"
"E8499",9,"Accidents occurring in unspecified place"
"V153",9,"Personal history of irradiation, presenting hazards to health"
"V153",10,"Person boarding or alighting a pedal cycle injured in collision with railway train or railway vehicle"
"E8798",9,"Other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure"
"45383",9,"Acute venous embolism and thrombosis of upper extremity, unspecified"
"55320",9,"Ventral, unspecified, hernia without mention of obstruction or gangrene"
"4280",9,"Congestive heart failure, unspecified"
"42822",9,"Chronic systolic heart failure"
"E8798",9,"Other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure"
"4254",9,"Other primary cardiomyopathies"
"99604",9,"Mechanical complication of automatic implantable cardiac defibrillator"
"E8498",9,"Accidents occurring in other specified places"
"27800",9,"Obesity, unspecified"
"E8497",9,"Accidents occurring in residential institution"
"V8532",9,"Body Mass Index 32.0-32.9, adult"
"5180",9,"Pulmonary collapse"
"E8490",9,"Home accidents"
"4589",9,"Hypotension, unspecified"
"4263",9,"Other left bundle branch block"
"30000",9,"Anxiety state, unspecified"
"E8768",9,"Other specified misadventures during medical care"
"E8781",9,"Surgical operation with implant of artificial internal device causing abnormal patient reaction, or later complication,without mention of misadventure at time of operation"
"29532",9,"Paranoid type schizophrenia, chronic"
"9961",9,"Mechanical complication of other vascular device, implant, and graft"
"2724",9,"Other and unspecified hyperlipidemia"
"27800",9,"Obesity, unspecified"
"2761",9,"Hyposmolality and/or hyponatremia"
"5849",9,"Acute kidney failure, unspecified"
"V1582",9,"Personal history of tobacco use"
"5859",9,"Chronic kidney disease, unspecified"
"53081",9,"Esophageal reflux"
"40390",9,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified"
"42823",9,"Acute on chronic systolic heart failure"
"V4502",9,"Automatic implantable cardiac defibrillator in situ"
"53085",9,"Barrett's esophagus"
"4259",9,"Secondary cardiomyopathy, unspecified"
"V1052",9,"Personal history of malignant neoplasm of kidney"
"4280",9,"Congestive heart failure, unspecified"
"V4501",9,"Cardiac pacemaker in situ"
"42823",9,"Acute on chronic systolic heart failure"
"30000",9,"Anxiety state, unspecified"
"4148",9,"Other specified forms of chronic ischemic heart disease"
"40390",9,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified"
"4280",9,"Congestive heart failure, unspecified"
"29530",9,"Paranoid type schizophrenia, unspecified"
"5859",9,"Chronic kidney disease, unspecified"
"5849",9,"Acute kidney failure, unspecified"
"7852",9,"Undiagnosed cardiac murmurs"
"V5866",9,"Long-term (current) use of aspirin"
"T43505S",10,"Adverse effect of unspecified antipsychotics and neuroleptics, sequela"
"I272",10,"Other secondary pulmonary hypertension"
"F329",10,"Major depressive disorder, single episode, unspecified"
"D649",10,"Anemia, unspecified"
"N189",10,"Chronic kidney disease, unspecified"
"I5023",10,"Acute on chronic systolic (congestive) heart failure"
"Z85528",10,"Personal history of other malignant neoplasm of kidney"
"Z87891",10,"Personal history of nicotine dependence"
"K219",10,"Gastro-esophageal reflux disease without esophagitis"
"F419",10,"Anxiety disorder, unspecified"
"I427",10,"Cardiomyopathy due to drug and external agent"
"K2270",10,"Barrett's esophagus without dysplasia"
"Z95810",10,"Presence of automatic (implantable) cardiac defibrillator"
"Z8249",10,"Family history of ischemic heart disease and other diseases of the circulatory system"
"F200",10,"Paranoid schizophrenia"
"I081",10,"Rheumatic disorders of both mitral and tricuspid valves"
"I129",10,"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease"
"E785",10,"Hyperlipidemia, unspecified"
"R34",10,"Anuria and oliguria"
"R319",10,"Hematuria, unspecified"
"N189",10,"Chronic kidney disease, unspecified"
"Z905",10,"Acquired absence of kidney"
"Z87891",10,"Personal history of nicotine dependence"
"I82622",10,"Acute embolism and thrombosis of deep veins of left upper extremity"
"D689",10,"Coagulation defect, unspecified"
"N179",10,"Acute kidney failure, unspecified"
"R570",10,"Cardiogenic shock"
"J9601",10,"Acute respiratory failure with hypoxia"
"K2270",10,"Barrett's esophagus without dysplasia"
"I071",10,"Rheumatic tricuspid insufficiency"
"D649",10,"Anemia, unspecified"
"E785",10,"Hyperlipidemia, unspecified"
"Z85528",10,"Personal history of other malignant neoplasm of kidney"
"E875",10,"Hyperkalemia"
"F200",10,"Paranoid schizophrenia"
"M109",10,"Gout, unspecified"
"I272",10,"Other secondary pulmonary hypertension"
"K219",10,"Gastro-esophageal reflux disease without esophagitis"
"R002",10,"Palpitations"
"I129",10,"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease"
"E874",10,"Mixed disorder of acid-base balance"
"I420",10,"Dilated cardiomyopathy"
"T8089XA",10,"Other complications following infusion, transfusion and therapeutic injection, initial encounter"
"F329",10,"Major depressive disorder, single episode, unspecified"
"I340",10,"Nonrheumatic mitral (valve) insufficiency"
"Z4502",10,"Encounter for adjustment and management of automatic implantable cardiac defibrillator"
"R112",10,"Nausea with vomiting, unspecified"
"K7200",10,"Acute and subacute hepatic failure without coma"
"V5866",9,"Long-term (current) use of aspirin"
"5849",9,"Acute kidney failure, unspecified"
"4280",9,"Congestive heart failure, unspecified"
"7530",9,"Renal agenesis and dysgenesis"
"311",9,"Depressive disorder, not elsewhere classified"
"2800",9,"Iron deficiency anemia secondary to blood loss (chronic)"
"27800",9,"Obesity, unspecified"
"V5331",9,"Fitting and adjustment of cardiac pacemaker"
"V1582",9,"Personal history of tobacco use"
"5859",9,"Chronic kidney disease, unspecified"
"40491",9,"Hypertensive heart and chronic kidney disease, unspecified, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified"
"29530",9,"Paranoid type schizophrenia, unspecified"
"42823",9,"Acute on chronic systolic heart failure"
"2761",9,"Hyposmolality and/or hyponatremia"
"53081",9,"Esophageal reflux"
"V1052",9,"Personal history of malignant neoplasm of kidney"
"4240",9,"Mitral valve disorders"
"2724",9,"Other and unspecified hyperlipidemia"
"78959",9,"Other ascites"
"4168",9,"Other chronic pulmonary heart diseases"
"53085",9,"Barrett's esophagus"
"5730",9,"Chronic passive congestion of liver"
"V8523",9,"Body Mass Index 27.0-27.9, adult"
"4254",9,"Other primary cardiomyopathies"
"3970",9,"Diseases of tricuspid valve"
"28860",9,"Leukocytosis, unspecified"
"4271",9,"Paroxysmal ventricular tachycardia"
"E806",10,"Other disorders of bilirubin metabolism"
"K2270",10,"Barrett's esophagus without dysplasia"
"I361",10,"Nonrheumatic tricuspid (valve) insufficiency"
"F200",10,"Paranoid schizophrenia"
"N179",10,"Acute kidney failure, unspecified"
"G4700",10,"Insomnia, unspecified"
"Z8249",10,"Family history of ischemic heart disease and other diseases of the circulatory system"
"I428",10,"Other cardiomyopathies"
"F419",10,"Anxiety disorder, unspecified"
"I340",10,"Nonrheumatic mitral (valve) insufficiency"
"Z85528",10,"Personal history of other malignant neoplasm of kidney"
"Z515",10,"Encounter for palliative care"
"Z95810",10,"Presence of automatic (implantable) cardiac defibrillator"
"N189",10,"Chronic kidney disease, unspecified"
"F329",10,"Major depressive disorder, single episode, unspecified"
"I959",10,"Hypotension, unspecified"
"D689",10,"Coagulation defect, unspecified"
"Z86718",10,"Personal history of other venous thrombosis and embolism"
"R300",10,"Dysuria"
"Z66",10,"Do not resuscitate"
"I5023",10,"Acute on chronic systolic (congestive) heart failure"
"E785",10,"Hyperlipidemia, unspecified"
"I129",10,"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease"
"Z87891",10,"Personal history of nicotine dependence"
"I248",10,"Other forms of acute ischemic heart disease"
"K219",10,"Gastro-esophageal reflux disease without esophagitis"
"R570",10,"Cardiogenic shock"
"4239",9,"Unspecified disease of pericardium"
"496",9,"Chronic airway obstruction, not elsewhere classified"
"60001",9,"Hypertrophy (benign) of prostate with urinary obstruction and other lower urinary tract symptoms (LUTS)"
"00845",9,"Intestinal infection due to Clostridium difficile"
"5119",9,"Unspecified pleural effusion"
"42789",9,"Other specified cardiac dysrhythmias"
"5853",9,"Chronic kidney disease, Stage III (moderate)"
"4254",9,"Other primary cardiomyopathies"
"311",9,"Depressive disorder, not elsewhere classified"
"7197",9,"Difficulty in walking"
"25000",9,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
"2449",9,"Unspecified acquired hypothyroidism"
"79902",9,"Hypoxemia"
"5070",9,"Pneumonitis due to inhalation of food or vomitus"
"78820",9,"Retention of urine, unspecified"
"92320",9,"Contusion of hand(s)"
"V5866",9,"Long-term (current) use of aspirin"
"E9063",9,"Bite of other animal except arthropod"
"4280",9,"Congestive heart failure, unspecified"
"29420",9,"Dementia, unspecified, without behavioral disturbance"
"2749",9,"Gout, unspecified"
"7904",9,"Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH]"
"78057",9,"Unspecified sleep apnea"
"7823",9,"Edema"
"5845",9,"Acute kidney failure with lesion of tubular necrosis"
"71650",9,"Unspecified polyarthropathy or polyarthritis, site unspecified"
"40390",9,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified"
"59960",9,"Urinary obstruction, unspecified"
"5305",9,"Dyskinesia of esophagus"
"4589",9,"Hypotension, unspecified"
"34830",9,"Encephalopathy, unspecified"
"D696",10,"Thrombocytopenia, unspecified"
"I130",10,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease"
"M109",10,"Gout, unspecified"
"N183",10,"Chronic kidney disease, stage 3 (moderate)"
"I471",10,"Supraventricular tachycardia"
"J449",10,"Chronic obstructive pulmonary disease, unspecified"
"I272",10,"Other secondary pulmonary hypertension"
"I082",10,"Rheumatic disorders of both aortic and tricuspid valves"
"Z6829",10,"Body mass index (BMI) 29.0-29.9, adult"
"E669",10,"Obesity, unspecified"
"G4733",10,"Obstructive sleep apnea (adult) (pediatric)"
"I428",10,"Other cardiomyopathies"
"E785",10,"Hyperlipidemia, unspecified"
"E039",10,"Hypothyroidism, unspecified"
"Z87891",10,"Personal history of nicotine dependence"
"D62",10,"Acute posthemorrhagic anemia"
"I5022",10,"Chronic systolic (congestive) heart failure"
"4149",9,"Chronic ischemic heart disease, unspecified"
"V1254",9,"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits"
"1741",9,"Malignant neoplasm of central portion of female breast"
"412",9,"Old myocardial infarction"
"V4571",9,"Acquired absence of breast and nipple"
"V163",9,"Family history of malignant neoplasm of breast"
"V163",10,"Person boarding or alighting a pedal cycle injured in collision with other nonmotor vehicle in nontraffic accident"
"V103",9,"Personal history of malignant neoplasm of breast"
"V103",10,"Person boarding or alighting a pedal cycle injured in collision with pedestrian or animal"
"2724",9,"Other and unspecified hyperlipidemia"
"25000",9,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
"32723",9,"Obstructive sleep apnea (adult)(pediatric)"
"41400",9,"Coronary atherosclerosis of unspecified type of vessel, native or graft"
"53081",9,"Esophageal reflux"
"4019",9,"Unspecified essential hypertension"
"N170",10,"Acute kidney failure with tubular necrosis"
"L0591",10,"Pilonidal cyst without abscess"
"G4733",10,"Obstructive sleep apnea (adult) (pediatric)"
"Z6824",10,"Body mass index (BMI) 24.0-24.9, adult"
"E43",10,"Unspecified severe protein-calorie malnutrition"
"Z781",10,"Physical restraint status"
"R64",10,"Cachexia"
"I2510",10,"Atherosclerotic heart disease of native coronary artery without angina pectoris"
"I69351",10,"Hemiplegia and hemiparesis following cerebral infarction affecting right dominant side"
"Z853",10,"Personal history of malignant neoplasm of breast"
"E039",10,"Hypothyroidism, unspecified"
"I69322",10,"Dysarthria following cerebral infarction"
"R570",10,"Cardiogenic shock"
"E8339",9,"Fall on stairs or ladders in water transport injuring unspecified person"
"E8339",10,"Other disorders of phosphorus metabolism"
"G92",10,"Toxic encephalopathy"
"E874",10,"Mixed disorder of acid-base balance"
"I69391",10,"Dysphagia following cerebral infarction"
"I951",10,"Orthostatic hypotension"
"I110",10,"Hypertensive heart disease with heart failure"
"E11649",10,"Type 2 diabetes mellitus with hypoglycemia without coma"
"I481",10,"Persistent atrial fibrillation"
"D689",10,"Coagulation defect, unspecified"
"E870",10,"Hyperosmolality and hypernatremia"
"R1310",10,"Dysphagia, unspecified"
"I5043",10,"Acute on chronic combined systolic (congestive) and diastolic (congestive) heart failure"
"A0472",10,"Enterocolitis due to Clostridium difficile, not specified as recurrent"
"D649",10,"Anemia, unspecified"
"K219",10,"Gastro-esophageal reflux disease without esophagitis"
"I509",10,"Heart failure, unspecified"
"I2510",10,"Atherosclerotic heart disease of native coronary artery without angina pectoris"
"E7800",10,"Pure hypercholesterolemia, unspecified"
"J811",10,"Chronic pulmonary edema"
"Z794",10,"Long term (current) use of insulin"
"E119",10,"Type 2 diabetes mellitus without complications"
"I110",10,"Hypertensive heart disease with heart failure"
"43310",9,"Occlusion and stenosis of carotid artery without mention of cerebral infarction"
"5990",9,"Urinary tract infection, site not specified"
"78469",9,"Other symbolic dysfunction"
"78830",9,"Urinary incontinence, unspecified"
"2859",9,"Anemia, unspecified"
"43491",9,"Cerebral artery occlusion, unspecified with cerebral infarction"
"2989",9,"Unspecified psychosis"
"4019",9,"Unspecified essential hypertension"
"7843",9,"Aphasia"
"5849",9,"Acute kidney failure, unspecified"
"5990",9,"Urinary tract infection, site not specified"
"4019",9,"Unspecified essential hypertension"
"79902",9,"Hypoxemia"
"78830",9,"Urinary incontinence, unspecified"
"2760",9,"Hyperosmolality and/or hypernatremia"
"431",9,"Intracerebral hemorrhage"
"2809",9,"Iron deficiency anemia, unspecified"
"82021",9,"Closed fracture of intertrochanteric section of neck of femur"
"2724",9,"Other and unspecified hyperlipidemia"
"43811",9,"Late effects of cerebrovascular disease, aphasia"
"E8889",9,"Unspecified fall"
"E8889",10,"Other specified metabolic disorders"
"4380",9,"Late effects of cerebrovascular disease, cognitive deficits"
"78820",9,"Retention of urine, unspecified"
"43889",9,"Other late effects of cerebrovascular disease"
"V1046",9,"Personal history of malignant neoplasm of prostate"
"78701",9,"Nausea with vomiting"
"V4986",9,"Do not resuscitate status"
"E9352",9,"Other opiates and related narcotics causing adverse effects in therapeutic use"
"34830",9,"Encephalopathy, unspecified"
"43820",9,"Late effects of cerebrovascular disease, hemiplegia affecting unspecified side"
"V667",9,"Encounter for palliative care"
"V667",10,"Person on outside of heavy transport vehicle injured in collision with other nonmotor vehicle in traffic accident"
"V090",9,"Infection with microorganisms resistant to penicillins"
"V090",10,"Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles"
"5859",9,"Chronic kidney disease, unspecified"
"3569",9,"Unspecified hereditary and idiopathic peripheral neuropathy"
"7823",9,"Edema"
"78552",9,"Septic shock"
"3051",9,"Tobacco use disorder"
"V4986",9,"Do not resuscitate status"
"2760",9,"Hyperosmolality and/or hypernatremia"
"496",9,"Chronic airway obstruction, not elsewhere classified"
"28749",9,"Other secondary thrombocytopenia"
"42731",9,"Atrial fibrillation"
"2859",9,"Anemia, unspecified"
"99592",9,"Severe sepsis"
"41401",9,"Coronary atherosclerosis of native coronary artery"
"2762",9,"Acidosis"
"5559",9,"Regional enteritis of unspecified site"
"V1254",9,"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits"
"03849",9,"Other septicemia due to gram-negative organisms"
"51881",9,"Acute respiratory failure"
"4820",9,"Pneumonia due to Klebsiella pneumoniae"
"5845",9,"Acute kidney failure with lesion of tubular necrosis"
"F09",10,"Unspecified mental disorder due to known physiological condition"
"Y92199",10,"Unspecified place in other specified residential institution as the place of occurrence of the external cause"
"S82251A",10,"Displaced comminuted fracture of shaft of right tibia, initial encounter for closed fracture"
"W1830XA",10,"Fall on same level, unspecified, initial encounter"
"G40909",10,"Epilepsy, unspecified, not intractable, without status epilepticus"
"H548",10,"Legal blindness, as defined in USA"
"J189",10,"Pneumonia, unspecified organism"
"J9811",10,"Atelectasis"
"E46",10,"Unspecified protein-calorie malnutrition"
"R21",10,"Rash and other nonspecific skin eruption"
"R570",10,"Cardiogenic shock"
"D649",10,"Anemia, unspecified"
"I319",10,"Disease of pericardium, unspecified"
"I314",10,"Cardiac tamponade"
"J918",10,"Pleural effusion in other conditions classified elsewhere"
"D688",10,"Other specified coagulation defects"
"I313",10,"Pericardial effusion (noninflammatory)"
"I509",10,"Heart failure, unspecified"
"H540",10,"Blindness, both eyes"
"G40909",10,"Epilepsy, unspecified, not intractable, without status epilepticus"
"E875",10,"Hyperkalemia"
"R001",10,"Bradycardia, unspecified"
"J9691",10,"Respiratory failure, unspecified with hypoxia"
"5859",9,"Chronic kidney disease, unspecified"
"4473",9,"Hyperplasia of renal artery"
"2449",9,"Unspecified acquired hypothyroidism"
"40390",9,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified"
"412",9,"Old myocardial infarction"
"42830",9,"Diastolic heart failure, unspecified"
"4280",9,"Congestive heart failure, unspecified"
"25000",9,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
"V4582",9,"Percutaneous transluminal coronary angioplasty status"
"Z794",10,"Long term (current) use of insulin"
"E11649",10,"Type 2 diabetes mellitus with hypoglycemia without coma"
"Z955",10,"Presence of coronary angioplasty implant and graft"
"B965",10,"Pseudomonas (aeruginosa) (mallei) (pseudomallei) as the cause of diseases classified elsewhere"
"E1152",10,"Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene"
"L97429",10,"Non-pressure chronic ulcer of left heel and midfoot with unspecified severity"
"E1122",10,"Type 2 diabetes mellitus with diabetic chronic kidney disease"
"L03116",10,"Cellulitis of left lower limb"
"L97229",10,"Non-pressure chronic ulcer of left calf with unspecified severity"
"E785",10,"Hyperlipidemia, unspecified"
"E039",10,"Hypothyroidism, unspecified"
"I70262",10,"Atherosclerosis of native arteries of extremities with gangrene, left leg"
"E11622",10,"Type 2 diabetes mellitus with other skin ulcer"
"Z87891",10,"Personal history of nicotine dependence"
"D649",10,"Anemia, unspecified"
"E11628",10,"Type 2 diabetes mellitus with other skin complications"
"N183",10,"Chronic kidney disease, stage 3 (moderate)"
"F329",10,"Major depressive disorder, single episode, unspecified"
"Z6832",10,"Body mass index (BMI) 32.0-32.9, adult"
"I5022",10,"Chronic systolic (congestive) heart failure"
"I4891",10,"Unspecified atrial fibrillation"
"I2510",10,"Atherosclerotic heart disease of native coronary artery without angina pectoris"
"I130",10,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease"
"I252",10,"Old myocardial infarction"
"L97419",10,"Non-pressure chronic ulcer of right heel and midfoot with unspecified severity"
"Z7902",10,"Long term (current) use of antithrombotics/antiplatelets"
"L97523",10,"Non-pressure chronic ulcer of other part of left foot with necrosis of muscle"
"M109",10,"Gout, unspecified"
"E669",10,"Obesity, unspecified"
"E11621",10,"Type 2 diabetes mellitus with foot ulcer"
"2449",9,"Unspecified acquired hypothyroidism"
"V1582",9,"Personal history of tobacco use"
"V5861",9,"Long-term (current) use of anticoagulants"
"34690",9,"Migraine, unspecified, without mention of intractable migraine without mention of status migrainosus"
"2859",9,"Anemia, unspecified"
"V4582",9,"Percutaneous transluminal coronary angioplasty status"
"4439",9,"Peripheral vascular disease, unspecified"
"412",9,"Old myocardial infarction"
"42731",9,"Atrial fibrillation"
"42832",9,"Chronic diastolic heart failure"
"33829",9,"Other chronic pain"
"4401",9,"Atherosclerosis of renal artery"
"4280",9,"Congestive heart failure, unspecified"
"27800",9,"Obesity, unspecified"
"2724",9,"Other and unspecified hyperlipidemia"
"2749",9,"Gout, unspecified"
"71690",9,"Arthropathy, unspecified, site unspecified"
"V5866",9,"Long-term (current) use of aspirin"
"311",9,"Depressive disorder, not elsewhere classified"
"30521",9,"Cannabis abuse, continuous"
"5849",9,"Acute kidney failure, unspecified"
"25000",9,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
"V5867",9,"Long-term (current) use of insulin"
"6820",9,"Cellulitis and abscess of face"
"41401",9,"Coronary atherosclerosis of native coronary artery"
"5853",9,"Chronic kidney disease, Stage III (moderate)"
"40390",9,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified"
"V8536",9,"Body Mass Index 36.0-36.9, adult"
"E1122",10,"Type 2 diabetes mellitus with diabetic chronic kidney disease"
"Z515",10,"Encounter for palliative care"
"I130",10,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease"
"B954",10,"Other streptococcus as the cause of diseases classified elsewhere"
"E1152",10,"Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene"
"L89899",10,"Pressure ulcer of other site, unspecified stage"
"I2510",10,"Atherosclerotic heart disease of native coronary artery without angina pectoris"
"J449",10,"Chronic obstructive pulmonary disease, unspecified"
"E785",10,"Hyperlipidemia, unspecified"
"R748",10,"Abnormal levels of other serum enzymes"
"R791",10,"Abnormal coagulation profile"
"B9689",10,"Other specified bacterial agents as the cause of diseases classified elsewhere"
"L97529",10,"Non-pressure chronic ulcer of other part of left foot with unspecified severity"
"N179",10,"Acute kidney failure, unspecified"
"F329",10,"Major depressive disorder, single episode, unspecified"
"R159",10,"Full incontinence of feces"
"Y929",10,"Unspecified place or not applicable"
"Y92230",10,"Patient room in hospital as the place of occurrence of the external cause"
"E11621",10,"Type 2 diabetes mellitus with foot ulcer"
"T8119XA",10,"Other postprocedural shock, initial encounter"
"Z66",10,"Do not resuscitate"
"Z1623",10,"Resistance to quinolones and fluoroquinolones"
"K219",10,"Gastro-esophageal reflux disease without esophagitis"
"Z1621",10,"Resistance to vancomycin"
"M109",10,"Gout, unspecified"
"K5903",10,"Drug induced constipation"
"T402X5A",10,"Adverse effect of other opioids, initial encounter"
"T8131XA",10,"Disruption of external operation (surgical) wound, not elsewhere classified, initial encounter"
"T814XXA",10,"Infection following a procedure, initial encounter"
"N184",10,"Chronic kidney disease, stage 4 (severe)"
"I4891",10,"Unspecified atrial fibrillation"
"I5033",10,"Acute on chronic diastolic (congestive) heart failure"
"F05",10,"Delirium due to known physiological condition"
"Z781",10,"Physical restraint status"
"B952",10,"Enterococcus as the cause of diseases classified elsewhere"
"R197",10,"Diarrhea, unspecified"
"D62",10,"Acute posthemorrhagic anemia"
"Y832",10,"Surgical operation with anastomosis, bypass or graft as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
"E039",10,"Hypothyroidism, unspecified"
"I252",10,"Old myocardial infarction"
"H34239",10,"Retinal artery branch occlusion, unspecified eye"
"E669",10,"Obesity, unspecified"
"Z6832",10,"Body mass index (BMI) 32.0-32.9, adult"
"F329",10,"Major depressive disorder, single episode, unspecified"
"Z955",10,"Presence of coronary angioplasty implant and graft"
"G43109",10,"Migraine with aura, not intractable, without status migrainosus"
"R918",10,"Other nonspecific abnormal finding of lung field"
"N184",10,"Chronic kidney disease, stage 4 (severe)"
"E1122",10,"Type 2 diabetes mellitus with diabetic chronic kidney disease"
"M109",10,"Gout, unspecified"
"F419",10,"Anxiety disorder, unspecified"
"Z87891",10,"Personal history of nicotine dependence"
"J9691",10,"Respiratory failure, unspecified with hypoxia"
"I2510",10,"Atherosclerotic heart disease of native coronary artery without angina pectoris"
"D649",10,"Anemia, unspecified"
"E278",10,"Other specified disorders of adrenal gland"
"Z7901",10,"Long term (current) use of anticoagulants"
"Z794",10,"Long term (current) use of insulin"
"E039",10,"Hypothyroidism, unspecified"
"J690",10,"Pneumonitis due to inhalation of food and vomit"
"I4891",10,"Unspecified atrial fibrillation"
"I130",10,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease"
"I701",10,"Atherosclerosis of renal artery"
"J441",10,"Chronic obstructive pulmonary disease with (acute) exacerbation"
"I5032",10,"Chronic diastolic (congestive) heart failure"
"E785",10,"Hyperlipidemia, unspecified"
"N179",10,"Acute kidney failure, unspecified"
"R791",10,"Abnormal coagulation profile"
"E785",10,"Hyperlipidemia, unspecified"
"E669",10,"Obesity, unspecified"
"Z7902",10,"Long term (current) use of antithrombotics/antiplatelets"
"Z800",10,"Family history of malignant neoplasm of digestive organs"
"I2510",10,"Atherosclerotic heart disease of native coronary artery without angina pectoris"
"W208XXA",10,"Other cause of strike by thrown, projected or falling object, initial encounter"
"N183",10,"Chronic kidney disease, stage 3 (moderate)"
"Z6830",10,"Body mass index (BMI) 30.0-30.9, adult"
"F329",10,"Major depressive disorder, single episode, unspecified"
"D62",10,"Acute posthemorrhagic anemia"
"K5791",10,"Diverticulosis of intestine, part unspecified, without perforation or abscess with bleeding"
"I5023",10,"Acute on chronic systolic (congestive) heart failure"
"Y92239",10,"Unspecified place in hospital as the place of occurrence of the external cause"
"Z794",10,"Long term (current) use of insulin"
"I4891",10,"Unspecified atrial fibrillation"
"D631",10,"Anemia in chronic kidney disease"
"M109",10,"Gout, unspecified"
"E1122",10,"Type 2 diabetes mellitus with diabetic chronic kidney disease"
"E039",10,"Hypothyroidism, unspecified"
"I340",10,"Nonrheumatic mitral (valve) insufficiency"
"D509",10,"Iron deficiency anemia, unspecified"
"Z955",10,"Presence of coronary angioplasty implant and graft"
"Z7901",10,"Long term (current) use of anticoagulants"
"I130",10,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease"
"Z87891",10,"Personal history of nicotine dependence"
